orig_index,Nom de l'objet,Programme,Adresse 1,Adresse 2,Adresse 3,Numéro postal,Localité,Canton - Département,Pays,Date de début de l'objet,Date de fin de l'objet,Concours ouvert à,Notes de l'objet,Auteurs,Rôle de l'auteur,Dossiers reliés,Pièces reliées,CombinedArtists,is_jury,paired_competitons,comp_id
1608,"Concours pour une Eglise catholique, une Cure et une Grande Salle, à Lausanne, avenue de Rumine , jugement",,"Rumine, avenue de",,,,Lausanne,,Vaud,1913-08-18,1913-08-19,,"Rapport du jury BTSR p.216 et 227. Cinquante-neuf projets reçus dans les délais. 1er prix 2'500.-  2e prix 1'700.-  3e prix 1'450.-  4e prix 1'350.- Une mention honorable, auteur inconnu. Wulffleff(primé) était l'associé de Broillet (juré)","Bischoff, J.-H +;Gilliard, Frédéric +;Wulffleff, Charles-Albert;Rimli, Albert;Meyer, Willy",2e prix;2e prix;3e prix;4e prix;1er  prix,,,"[array(['Bischoff, J.-H', 'Gilliard, Frédéric',
        'Wulffleff, Charles-Albert'], dtype=object)
 array(['Rimli, Albert'], dtype=object)
 array(['Meyer, Willy'], dtype=object)]",True,[1271],1608
1609,"Concours pour l'aménagement du débouché de l'avenue de la Paix sur la place Albert Thomas, de cette place et de l'entrée du BIT, jugement",,"Paix, avenue de la","Albert Thomas, place","Lausanne, route de",,Genève,,Genève,1936-08-18,,,Extrait du rapport du jury BTSR 1936 p.288. Vingt-deux projets remis.  1er prix 1'100.-  2e prix 1'000.-  3e prix 800.-  4e prix 600.-,"Liechti, Charles +;Mathez, Francis +;Huber, Emile-Alexandre;Hoechel, Arnold;Rohn, Roland",2e prix;2e prix;3e prix;2e prix;Juré,,,"[array(['Liechti, Charles', 'Mathez, Francis', 'Huber, Emile-Alexandre'],
       dtype=object)
 array(['Hoechel, Arnold'], dtype=object)
 array(['Rohn, Roland'], dtype=object)]",True,[212],1609
1610,"Concours pour un Pavillon de musique sur la Promenade du lac, à Genève, jugement-370",,Jardin anglais,,,,Genève,,Genève,1908-09-18,1908-09-19,,Rapport du jury BTSR 1908 p.237. Dix-sept projets arrivés en temps utile. ;1er prix 1'000.-  2e prix 900.-  3e prix 700.-  4e prix 400.-,"Thiers, A +;Fatio, Edmond +;Monod, Eugène &;Rham, Maximilien de &;Peloux, Georges &;Turrettini, Maurice &;Revilliod, Guillaume &;Laverrière, Alphonse &",2e prix;2e prix;Architecte;1er  prix;1er  prix;1er  prix;1er  prix;Architecte,,,"[array(['Thiers, A, Fatio, Edmond, Monod, Eugène, Rham, Maximilien de, Peloux, Georges, Turrettini, Maurice, Revilliod, Guillaume, Laverrière, Alphonse'],
       dtype=object)                                                                                                                                      ]",True,[],1610
1611,"Concours pour un Pavillon de musique sur la Promenade du lac, à Genève, jugement-371","Jardins, parcs et promenades",Jardin anglais,,,,Genève,,Genève,1908-09-18,1908-09-19,Suisses et établis en Suisse,"Rapport du jury (BTSR 1908 p.218, 237 et suivantes). Dix-sept projets arrivés en temps utile. ;1er prix 1'000.-  2e prix 900.-  3e prix 700.-  4e prix 400.-éléments d'appréciation: les façades, l'emplacement, le respect du jardin.","Thiers, A +;Monod, Eugène &;Peloux, Georges &;Laverrière, Alphonse &;Turrettini, Maurice &;Revilliod, Guillaume &;Rham, Maximilien de &;Fatio, Edmond +",2e prix;Architecte;3e prix;Architecte;1er  prix;1er  prix;1er  prix;2e prix,0002.04.291-5,,"[array(['Thiers, A, Monod, Eugène, Peloux, Georges, Laverrière, Alphonse, Turrettini, Maurice, Revilliod, Guillaume, Rham, Maximilien de, Fatio, Edmond'],
       dtype=object)                                                                                                                                      ]",True,[],1611
1612,"Concours pour une Ecole de commerce, à Genève, jugement",,,,,,Genève,,Suisse,1958-09-18,1958-09-26,,"Extrait du rapport du jury BTSR 1958 p.393. Trente et un projets remis dans les délais. 1er prix 7'000.-  2e prix 6'000.-  3e prix 4'000.-  4e prix 3'500.-  5e prix 2'500.-   6e prix 2'000.-  Un seul achat 1'500.- (""Groupe 11"" composé de dix architectes)","Bardet, Jacques +;Borsa, Pierre +;Damay, Alfred +;Duret, Jean +;Dom, Jean-Pierre +;Nobile, Jacques +;Lamunière, Jean-Marc +;Ritter, Alain +;Maurice, François +;Billaud, Charles &;Billaud, Eric &;Billaud, André &;Lozeron, Arthur +;Mozer, Marc +;Gaillard, Francis &;Gaillard, André &;Waltenspühl, Paul +;Brera, Georges +;Addor, Georges;Schwertz, René",Achat;2e prix;Indemnité 800.-;1er  prix;2e prix;2e prix;Achat 4'000.-;Achat;1er  prix;3e prix;3e prix;3e prix;3e prix;3e prix;2e prix;2e prix;5e prix;5e prix;1er  prix;6e prix,,,"[array(['Bardet, Jacques', 'Borsa, Pierre', 'Damay, Alfred', 'Duret, Jean',
        'Dom, Jean-Pierre', 'Nobile, Jacques', 'Lamunière, Jean-Marc',
        'Ritter, Alain', 'Maurice, François', 'Billaud, Charles',
        'Billaud, Eric', 'Billaud, André', 'Lozeron, Arthur',
        'Mozer, Marc', 'Gaillard, Francis', 'Gaillard, André',
        'Waltenspühl, Paul', 'Brera, Georges', 'Addor, Georges'],
       dtype=object)
 array(['Schwertz, René'], dtype=object)]",True,[1651],1612
1613,Concours pour des bâtiments communaux (terrain des Asters),,"Asters, rue des","Servette, avenue de la","Schaub, rue",,Genève (Petit-Saconnex),,Genève,1919-10-18,1920-06-15,A.suis.ét.canton,Ouvert entre les architectes suisses établis dans le canton. Montant total des primes 10'000.-;Description du programme BTSR p.304,"Weibel, Charles;Mossaz, John;Cayla, Jean-Louis;Baudin, Henry;Saussure, Horace de",Juré;Juré;Juré;Juré;Juré,,,"[array(['Weibel, Charles'], dtype=object)
 array(['Mossaz, John'], dtype=object)
 array(['Cayla, Jean-Louis'], dtype=object)
 array(['Baudin, Henry'], dtype=object)
 array(['Saussure, Horace de'], dtype=object)]",False,[1797],1613
1614,Concours pour la reconstruction du Temple national,,,,,,La Chaux-de-Fonds,,Suisse,1919-10-18,1920-01-15,Arch.suisses,Le Temple national avait brûlé le 16 juillet 1918. Discussion des conditions du concours dans BTSR 1919 p.288,"Matthey, Henri;Martin, Camille;Suter, Rudolf;Corswant, W;Perrin, Léon;Epitaux, Georges","Juré;Juré;Juré;Juré, suppléant;4e prix;Juré",,,"[array(['Matthey, Henri'], dtype=object)
 array(['Martin, Camille'], dtype=object)
 array(['Suter, Rudolf'], dtype=object)
 array(['Corswant, W'], dtype=object)
 array(['Perrin, Léon'], dtype=object)
 array(['Epitaux, Georges'], dtype=object)]",False,[1624],1614
1615,Concours pour l'aménagement d'un nouveau centre scolaire secondaire à Bulle,,,,,,Bulle,,Suisse,1969-10-18,1970-02-20,A. cantonal,Ouvert par le comité de l'Ecole secondaire de la Gruyère (représentant les communes du district) entre les architectes fribourgeois ou enregistrés et établis dans le canton dès avant le 1.1.1968. Pas d'indication de composition du jury ni de résultats dans le BTSR,,,,,,False,[],1615
1616,Concours pour la reconstruction de la gare principale de Zürich,,,,,,Zürich,,Zurich,1969-10-18,1970-09-01,National,"Concours d'idées ouvert par la RVZ (délégation des autorités pour la circulation dans la région zurichoise) entre ""Tous les spécialistes suisses ou étrangers domiciliés en Suisse depuis le 1.1.1968"". Pas de résultats ni d'indication de composition du jury dans le BTSR, chercher dans SBZ",,,,,,False,[],1616
1617,"Concours de projets pour le centre scolaire de La Souste, Loèche-Ville, jugement",,,,,,Leuk/Loèche,,Suisse,1973-10-18,1973-10-19,,Vingt-quatre projets remis.  1er prix 7'000.-  2e prix 5'500.-  3e prix 5'000.-  4e prix 4'000.-  5e prix 3'500.-  6e prix 3'000.-  Un achat,"Chastonay, Alberto de;Furrer, Helmuth;Morisod, Paul &;Furrer, Edouard &;Furrer, Xavier &;Jeiziner, Willy &;Lötscher, Roger;Guntern, Xili;Meichtry, Arnold",Achat;4e prix;3e prix;Architecte;1er  prix;1er  prix;5e prix;5e prix;2e prix,,,"[array(['Chastonay, Alberto de'], dtype=object)
 array(['Furrer, Helmuth'], dtype=object)
 array(['Morisod, Paul', 'Furrer, Edouard', 'Furrer, Xavier',
        'Jeiziner, Willy', 'Lötscher, Roger'], dtype=object)
 array(['Guntern, Xili'], dtype=object)
 array(['Meichtry, Arnold'], dtype=object)]",True,[2051],1617
1618,"Concours pour un bâtiment destiné à la Caisse Hypothécaire et d'Epargne du Canton du Valais, à Sion, jugement",,,,,,Sion,,Suisse,1912-11-18,1912-11-19,,Pas de rapport du jury dans le BTSR. Soixante-douze concurrents. 1er prix 1'700.-  Deux 2e prix ex aequo 900.- chacun  3e prix 500.-,"Gunthert, Charles;Isoz, Daniel;Müller, Albert +;Rochat, Eugène & +;Huguenin, Fritz & +;Epitaux, Georges",2e prime;2e prix ex aequo;2e prix ex aequo;2e prix ex aequo;2e prix ex aequo;Juré,,,"[array(['Gunthert, Charles'], dtype=object)
 array(['Isoz, Daniel'], dtype=object)
 array(['Müller, Albert', 'Rochat, Eugène &', 'Huguenin, Fritz &',
        'Epitaux, Georges'], dtype=object)                        ]",True,[1854],1618
1619,Concours pour une infirmerie à Cully,,"Les Colombaires, lieu dit",,,,Cully,,Vaud,1939-11-18,1940-02-10,A. régional,Ouvert par le comité de l'Infirmerie de Lavaux entre les architectes originaires du district de Lavaux et domiciliés dans le canton de Vaud ou les architectes suisses domiciliés ou établis depuis un an au moins dans le district de Lavaux et les districts limitrophes de Lausanne et Vevey,"Thévenaz, Charles;Cérésole, G 2;Hugli, Jean;Desfayes, V;Gilliard, Frédéric;Bessat, H;Bron, Eugène","Juré, président;Juré;1er  prix;Juré, décédé;Juré, suppléant;Juré, suppléant;Assiste au jury",,,"[array(['Thévenaz, Charles'], dtype=object)
 array(['Cérésole, G 2'], dtype=object)
 array(['Hugli, Jean'], dtype=object) array(['Desfayes, V'], dtype=object)
 array(['Gilliard, Frédéric'], dtype=object)
 array(['Bessat, H'], dtype=object) array(['Bron, Eugène'], dtype=object)]",False,[1153],1619
1620,Concours d'idées pour l'urbanisation de la vallée d'Asua-Bilbao (Espagne),,,,,,Bilbao,,Espagne,1961-11-18,1962-01-01,International,"Ouvert par les ""autorités de Bilbao pour l'aménagement d'une zone de 400 ha. située dans la vallée d'Asna"", pas d'autre indication dans le BTSR",,,,,,False,[],1620
1621,"Concours pour un groupe scolaire dans l'ancienne propriété Trembley, à Genève",,"Grand-Pré, lieu-dit",,,,Genève,,Genève,1944-12-18,1945-07-02,,"Ouvert par le Conseil administratif de la Ville entre les architectes, techniciens et dessinateur-architectes genevois, ou suisses domiciliés dans le canton avant le 1.1.1940, ou étrangers domiciliés à Genève avant le 1.1.1934. Hornung et Lesemann participent probablement aux délibérations. La date de rendu indiquée lors de l'ouverture est le 31.5, mais selon le rapport du jury le rendu sera fixé par la suite au 2.7.1945","Bodmer, Albert;Baur, Hermann;Guyonnet, Adolphe;Rossire, Henri;Braillard, Maurice;Hornung, Emile;Cottier, F;Lesemann, Henri;Gampert, Frédéric;Quiblier, F","Juré;Juré;Juré;Juré;2e prix;Juré, suppléant;Voix consultative;Juré;Juré;Collaborateur",,,"[array(['Bodmer, Albert'], dtype=object)
 array(['Baur, Hermann'], dtype=object)
 array(['Guyonnet, Adolphe'], dtype=object)
 array(['Rossire, Henri'], dtype=object)
 array(['Braillard, Maurice'], dtype=object)
 array(['Hornung, Emile'], dtype=object)
 array(['Cottier, F'], dtype=object)
 array(['Lesemann, Henri'], dtype=object)
 array(['Gampert, Frédéric'], dtype=object)
 array(['Quiblier, F'], dtype=object)]",False,[1106],1621
1622,Concours pour une église à Bienne-Bözingen/Boujean,,Bözingen/Boujean,,,,Bienne,Berne,Suisse,1948-12-18,1949-05-31,A. cantonal,"Concours pour la construction d'une église protestante avec maison de paroisse, presbytère et école enfantine ouvert par la paroisse générale de l'Eglise évangélique réformée de Bienne entre les architectes biennois d'origine ou domiciliés dans le canton depuis le 1.1.1947. Pas d'indication de composition du jury dans le BTSR, chercher dans SBZ",,,,,,False,[2113],1622
1623,"Concours pour le Casino de Morges, jugement",,,,,,Morges,,Suisse,1897-01-19,1897-01-20,,Rapport du jury BTSR 1897 p.69. Trente-cinq projets remis dans les délais.  1er prix 1'000.-  Deux 2e prix ex aequo 500.-,"Regamey, Jaques +;Heydel, Alfred +;Mauerhofer, Charles;Ott-Roniger, S",1er  prix;1er  prix;Juré;2e prix ex aequo,,,"[array(['Regamey, Jaques', 'Heydel, Alfred', 'Mauerhofer, Charles'],
       dtype=object)
 array(['Ott-Roniger, S'], dtype=object)]",True,[2059],1623
1624,"Concours pour la reconstruction du Temple national, jugement",,,,,,La Chaux-de-Fonds,,Suisse,1920-01-19,1920-01-20,,"Extrait du rapport du jury BTSR 116,199 et 255. Quatorze projets reçus. Voir également BTSR p.48: le Conseil d'administration de la Fondation du Temple National ne suit pas la recommandation du jury (organiser un second tour entre les quatre lauréats) et mandate Chapallaz & Emery, en collaboration avec Indermühle, pour une étude des plans définitifs. Pas de premier prix, quatre primes égales, chacune 7'500.-. L'un des lauréats serait ""Prince & Béguin"" alors que Jean Béguin est décédé en 1918 (!)","von Senger-Zuberbühler;Indermühle, Karl;Prince, Ernest;Chapallaz, René &;Emery, Jean &",Primé ex aequo;Juré;Juré;Primé ex aequo;Primé ex aequo,,,"[array(['von Senger-Zuberbühler'], dtype=object)
 array(['Indermühle, Karl'], dtype=object)
 array(['Prince, Ernest'], dtype=object)
 array(['Chapallaz, René, Emery, Jean'], dtype=object)]",True,[1614],1624
1625,Concours de projets pour l'agrandissement du groupe scolaire de Veyras,,,,,,Veyras,,Suisse,1978-01-19,1978-03-31,A. district,Ouvert par l'administration communale entre les architectes établis dans le district de Sierre dès avant le 1.1.1977,"Zufferey, Michel 2;Zimmermann, Charles;Perren, Pierre;Perraudin, André;Mozer, Marc",Juré;Juré;Juré;3e prix;Juré,,,"[array(['Zufferey, Michel 2'], dtype=object)
 array(['Zimmermann, Charles'], dtype=object)
 array(['Perren, Pierre'], dtype=object)
 array(['Perraudin, André'], dtype=object)
 array(['Mozer, Marc'], dtype=object)]",False,[1691],1625
1626,Concours international d'idées pour l'aire de renouvellement urbain du centre de Santiago du Chili,,,,,,Santiago,,Chili,1972-02-19,1972-07-07,International,"Ouvert par la Corporacion de Mejoramiento Urbano et le Gouvernement chilien entre tous les architectes ou équipes dirigées par un architecte. Pa d'autre indication dans le BTSR (jury, résultats,...)",,,,,,False,[],1626
1627,"Concours pour l'aménagement du ""Communal"" avec piscine et patinoire, jugement",,,,,,Le Locle,,Suisse,1958-03-19,,,"Rapport du jury BTSR 1958 p.347. Quatre projets remis dans les délais, chacun reçoit une indemnité de 500.-  1er prix 1'600.-  2e prix 1'400.-  3e prix 550.-  4e prix 450.- Voir également article BTSR 1958 p.358 signé Hoechel, Bodmer, Vouga","Oesch &;Rossier, Constant &;Faessler, René;Wyss, A.-Ed;Blumer, Kurt;Ditesheim, Maurice",2e prix;1er  prix;6e prix;4e prix;Achat;5e prix,,,"[array(['Oesch', 'Rossier, Constant', 'Faessler, René'], dtype=object)
 array(['Wyss, A.-Ed'], dtype=object)
 array(['Blumer, Kurt'], dtype=object)
 array(['Ditesheim, Maurice'], dtype=object)]",True,[356],1627
1628,"Concours pour un élévateur de bateaux sur le canal du Danube à l'Oder, à Aujzed, près Perau, en Moravie",,,,,,Prerau,,,1903-04-19,,,"Ouvert par le Ministère royal et impérial d'Autriche-Hongrie, décret impérial du 19.4.1903 Jury de 9 membres. 3 prix, total 225'000 couronnes. BTSR 1903, p.176",,,,,,False,[72],1628
1629,"Concours pour l'Ecole cantonale d'agriculture, à Moudon, jugement",,,,,,Moudon,,Suisse,1945-04-19,1945-04-27,,"Extrait du rapport du jury BTSR 1945 p.153. Délibérations du jury les 19,20,21,23 et 27 avril.  Trente-deux projets remis dans les délais.  1er prix 3'500.-  2e prix 3'200.-  3e prix 3'000.-  4e prix 2'300.-  5e prix 2'000.-  6e prix 1'000.-  Allocations:   Six 750.-  Six 500.-  Quatre 300.- (auteurs non indiquées)","Boy de la Tour, Edouard;Bridel, Philippe;Béboux, Eugène;Dompierre, Jean de;Baumann, Walter;Mayor, Marcel &;Chevalley, Charles &;Piccard, Marc;Bonnard, René",2e prix;5e prix;Juré;6e prix;6e prix;2e prix;2e prix;Juré;2e prix,,,"[array(['Boy de la Tour, Edouard'], dtype=object)
 array(['Bridel, Philippe'], dtype=object)
 array(['Béboux, Eugène'], dtype=object)
 array(['Dompierre, Jean de'], dtype=object)
 array(['Baumann, Walter'], dtype=object)
 array(['Mayor, Marcel', 'Chevalley, Charles', 'Piccard, Marc'],
       dtype=object)
 array(['Bonnard, René'], dtype=object)]",True,[978],1629
1630,"Concours pour les façades de l'Usine du Verbois, à Genève, jugement",,,,,,Russin,,Suisse,1939-05-19,,,Extrait du rapport du jury BTSR 1939 p. 213. Quarante projets remis. 1er prix 2'000.-  2e prix ne reçoit aucune récompense (même auteur que 1er prix)  3e prix 1'400.-  4e prix 600.-. Remarques à propos du concours par J.-P. Vouga BTSR 1939 p. 215,"Braillard, Pierre +;Braillard, Maurice +;Atelier d'architectes genevois;Brunner, Ch;Duc, Ferdinand",1er  prix;Primé;1er prix ex aequo;4e prix;3e prix ex aequo,,,"[array(['Braillard, Pierre', 'Braillard, Maurice',
        ""Atelier d'architectes genevois""], dtype=object)
 array(['Brunner, Ch'], dtype=object)
 array(['Duc, Ferdinand'], dtype=object)]",True,[1154],1630
1631,"Concours (1er degré) pour le Muséum d'histoire naturelle à Genève, jugement",,"Malagnou, route de",,,,Genève,Genève,Suisse,1947-05-19,1947-05-23,,"Extrait du rapport du jury BTSR 1949 p.29. Quarante-cinq projets remis dans les délais. Délibérations les 19,20,21,22 et 23 mai. Les lauréats sont tous invités au 2e degré.;1er prix 2'350.-  2e prix 2'300.-  3e prix 2'250.-  4e prix 2'200.-  5e prix 2'150.-;  6e prix 2'100.-  7e prix 2'050.-  8e prix 2'000.-  9e prix 1'950.-  10e prix 1'900.-","Bourrit, Albert &;Peyrot, François, coll.;Peyrot &;Reymond, Gustave, coll.;Barro, Robert R;Puglisi, R;Mathez, Francis;Payot, Louis;Damay, Alfred +;Fleury, Robert +;Tschudin, Raymond;Waltenspühl, Paul +;Brera, Georges +;Rohn, Roland;Saugey, Joseph-Marc",1er  prix;Achat;1er  prix;Achat + indemn.;2e prix;Achat;4e rang ex aequo;Juré;Indemnité 800.-;4e prix;Indemnité 500.-;5e prix;5e prix;Juré;2e prix,,,"[array(['Bourrit, Albert', 'Peyrot, François, coll.'], dtype=object)
 array(['Peyrot', 'Reymond, Gustave, coll.'], dtype=object)
 array(['Barro, Robert R'], dtype=object)
 array(['Puglisi, R'], dtype=object)
 array(['Mathez, Francis'], dtype=object)
 array(['Payot, Louis'], dtype=object)
 array(['Damay, Alfred', 'Fleury, Robert', 'Tschudin, Raymond'],
       dtype=object)
 array(['Waltenspühl, Paul', 'Brera, Georges', 'Rohn, Roland'],
       dtype=object)
 array(['Saugey, Joseph-Marc'], dtype=object)]",True,[1701],1631
1632,"Concours pour un monument à la mémoire du peintre F. Hodler, à Genève, jugement",,,,,,Genève,,Suisse,1944-06-19,1944-06-20,,Jugement BTSR 1944 p.183. Pas d'indication du nombre de projets remis. Pas de premier prix; le jury recommande d'organiser un second tour entre les deux premier prix ex aequo.  2e prix ex aequo 1'750.-  3e prix 1'500.-  Deux achats 1'250.-    ,"Lesemann, Henri;Walt, Charles;Huber, Ernest;Schopfer, C, coll.;Fustier, G, coll.;Weber, Max 2;Probst, Jacques;Koenig, Henri",Juré;Achat;Achat;3e prix;3e prix;3e prix;2e prix ex aequo;2e prix ex aequo,,,"[array(['Lesemann, Henri'], dtype=object)
 array(['Walt, Charles'], dtype=object)
 array(['Huber, Ernest'], dtype=object)
 array(['Schopfer, C, coll.'], dtype=object)
 array(['Fustier, G, coll.'], dtype=object)
 array(['Weber, Max 2'], dtype=object)
 array(['Probst, Jacques'], dtype=object)
 array(['Koenig, Henri'], dtype=object)]",True,[259],1632
